,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date
6831,TXN_2931403,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-05-29
8053,TXN_2933439,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-14
3395,TXN_2933739,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-09-15
6633,TXN_2935758,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-09-03
8325,TXN_2935761,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-04-01
2441,TXN_2935871,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-07
2797,TXN_2936975,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-10-05
6364,TXN_2939069,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-09-06
2563,TXN_2939667,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-21
7835,TXN_2940613,Juice,4.0,3.0,12.0,Cash,In-store,2023-06-28
8628,TXN_2940895,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-02-20
5604,TXN_2941227,Cookie,3.0,1.0,3.0,Cash,In-store,2023-08-29
6289,TXN_2941800,Salad,5.0,5.0,25.0,Cash,In-store,2023-04-25
8684,TXN_2944325,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-12-18
8991,TXN_2944460,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-04-16
1719,TXN_2944518,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-14
9205,TXN_2944717,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-11
1262,TXN_2946829,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-02-08
4656,TXN_2946861,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-28
6956,TXN_2947622,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-06
7461,TXN_2947683,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-05-14
522,TXN_2947822,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-10-27
8532,TXN_2950265,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-08-23
200,TXN_2950680,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-12-10
5227,TXN_2951148,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-02-21
1414,TXN_2952715,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-02-21
4921,TXN_2953908,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-10-11
3846,TXN_2954575,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-11-14
6258,TXN_2954630,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-09-30
9800,TXN_2954833,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-01-29
1127,TXN_2955040,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-03-21
3257,TXN_2955691,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-04-04
4333,TXN_2957017,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-06-13
9153,TXN_2958213,Cookie,5.0,1.0,5.0,Cash,In-store,2023-08-15
7393,TXN_2962728,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-12-05
952,TXN_2964638,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-09-28
6331,TXN_2964794,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-03-09
9309,TXN_2964982,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-15
2565,TXN_2966262,Tea,3.0,1.5,4.5,Cash,In-store,2023-11-19
2687,TXN_2966507,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-04-25
536,TXN_2968827,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-09-14
4809,TXN_2970011,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-06-04
6709,TXN_2970600,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-08-18
8867,TXN_2971555,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-02-24
2844,TXN_2972659,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-12-16
4107,TXN_2972777,Juice,4.0,3.0,12.0,Credit Card,Takeaway,2023-04-08
2986,TXN_2975443,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-12-31
9351,TXN_2976052,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-11-01
697,TXN_2977414,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-06-09
9346,TXN_2977905,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-06-23
7384,TXN_2978326,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-12-02
3269,TXN_2979899,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-05-26
460,TXN_2980008,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-11-17
4211,TXN_2980279,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-04-23
4374,TXN_2980632,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-01-14
4649,TXN_2981117,Cake,1.0,3.0,3.0,Cash,In-store,2023-10-02
2199,TXN_2982163,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-03-22
2370,TXN_2982995,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-06
4642,TXN_2985748,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-12-19
6549,TXN_2987590,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-02-17
5302,TXN_2988434,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-12-09
3517,TXN_2989533,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-01-30
4892,TXN_2991726,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-01
8224,TXN_2991733,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-04-13
190,TXN_2996519,Cake,5.0,3.0,15.0,Cash,In-store,2023-01-19
1020,TXN_2996948,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-06-25
8341,TXN_2997717,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-19
5401,TXN_2999220,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-02-23
1401,TXN_3001647,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-07-01
9520,TXN_3002889,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-10-22
6261,TXN_3003311,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-01
1193,TXN_3003809,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-04-21
1970,TXN_3003876,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-08-27
8447,TXN_3003979,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-01-08
8926,TXN_3007866,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-14
1099,TXN_3008336,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-07-27
8002,TXN_3009994,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-09-13
5216,TXN_3010103,Smoothie,5.0,4.0,20.0,Credit Card,Takeaway,2023-02-14
93,TXN_3011323,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-03-07
5092,TXN_3014261,Salad,4.0,5.0,20.0,Cash,In-store,2023-11-29
6399,TXN_3014967,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-11-29
7503,TXN_3016079,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-24
6532,TXN_3016203,Salad,1.0,5.0,5.0,Cash,In-store,2023-06-16
6597,TXN_3017494,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-11-21
4352,TXN_3017917,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-08-31
6043,TXN_3018211,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-08-31
4720,TXN_3019996,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-06-27
5790,TXN_3020475,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-09-13
423,TXN_3022839,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-08-25
1997,TXN_3023841,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-04-29
5264,TXN_3024493,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-04-29
3036,TXN_3026930,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-23
6149,TXN_3026936,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-05-19
9486,TXN_3027490,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-02-25
8515,TXN_3028667,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-11-24
5164,TXN_3033598,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-03-12
2521,TXN_3033987,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-03-13
1747,TXN_3034652,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-11-04
2662,TXN_3038078,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-04-06
5206,TXN_3039985,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-08
2155,TXN_3040823,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-10-06
8900,TXN_3041142,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-12-22
7897,TXN_3042552,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-09-08
4559,TXN_3042768,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-09-07
8041,TXN_3043371,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-04
5679,TXN_3043982,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-10
2136,TXN_3044825,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-08-14
7995,TXN_3045673,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-06-24
1688,TXN_3046108,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-01-15
6071,TXN_3046567,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-01-07
8760,TXN_3046572,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-05-16
314,TXN_3047598,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-09-06
8110,TXN_3048882,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-12-30
8261,TXN_3050797,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-09-28
11,TXN_3051279,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-28
1867,TXN_3051509,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-03-07
9825,TXN_3052584,Salad,1.0,5.0,5.0,Cash,In-store,2023-01-21
6940,TXN_3052953,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-28
8793,TXN_3053494,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-11
3949,TXN_3054405,Juice,3.0,3.0,9.0,Cash,In-store,2023-11-19
8584,TXN_3055407,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-06-03
6321,TXN_3059966,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-12-24
1332,TXN_3060152,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-02-07
8179,TXN_3060286,Tea,2.0,1.5,3.0,Cash,Takeaway,2023-08-10
2168,TXN_3061266,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-06
6452,TXN_3061405,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-12-01
5638,TXN_3061498,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-11-14
4452,TXN_3061634,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-03-17
1843,TXN_3064922,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-11-12
5271,TXN_3067195,Salad,3.0,5.0,15.0,Cash,In-store,2023-12-03
3917,TXN_3067609,Salad,4.0,5.0,20.0,Cash,In-store,2023-12-25
2828,TXN_3067854,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-07-08
67,TXN_3068204,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-10-03
9881,TXN_3069563,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-04-25
1432,TXN_3071617,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-15
5069,TXN_3072565,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-07-09
5183,TXN_3075169,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-06-25
8660,TXN_3081950,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-05-01
6316,TXN_3082888,Tea,1.0,1.5,1.5,Cash,In-store,2023-09-20
8985,TXN_3083412,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-09-20
97,TXN_3085509,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-15
4813,TXN_3085628,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-08-26
4850,TXN_3086676,Cake,2.0,3.0,6.0,Cash,In-store,2023-07-21
5047,TXN_3087096,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-08-19
3192,TXN_3088330,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-12-08
470,TXN_3088796,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-08-16
1177,TXN_3089814,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-25
5342,TXN_3091574,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-29
1427,TXN_3091582,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-11-28
114,TXN_3092382,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-02-21
9755,TXN_3092390,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-07-24
387,TXN_3093219,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-01-28
6583,TXN_3093284,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-01-01
3579,TXN_3094597,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-03-11
6621,TXN_3094786,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-01-16
4648,TXN_3097593,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-06-18
9265,TXN_3098503,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-31
1706,TXN_3099191,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-05-19
8096,TXN_3099819,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-05-19
4052,TXN_3100053,Cake,3.0,3.0,9.0,Cash,In-store,2023-12-19
973,TXN_3101575,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-12-03
9620,TXN_3101697,Salad,3.0,5.0,15.0,Cash,In-store,2023-05-29
5280,TXN_3103520,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-09-04
2045,TXN_3103967,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-12
1196,TXN_3103972,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-01
3833,TXN_3104589,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-03-01
7182,TXN_3104867,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-28
4797,TXN_3105263,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-11-25
3972,TXN_3105489,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-14
9876,TXN_3105633,Coffee,1.0,2.0,2.0,Cash,In-store,2023-03-30
4414,TXN_3105786,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-04
842,TXN_3106215,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-04-15
4928,TXN_3106348,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-01-10
2713,TXN_3106811,Juice,3.0,3.0,9.0,Cash,Takeaway,2023-09-27
1785,TXN_3107619,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-31
6294,TXN_3109057,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-11-26
7312,TXN_3109161,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-11
1552,TXN_3109334,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-04-06
1538,TXN_3109692,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-06-21
6267,TXN_3110245,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-04-21
893,TXN_3110343,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-06-24
5028,TXN_3112013,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-01-06
861,TXN_3112175,Coffee,4.0,2.0,8.0,Cash,In-store,2023-03-16
9410,TXN_3113428,Juice,2.0,3.0,6.0,Cash,In-store,2023-10-30
3102,TXN_3113823,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-03-01
2631,TXN_3114654,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-12-01
1675,TXN_3115258,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-12-06
1444,TXN_3116227,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-05-30
9200,TXN_3116803,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-09-10
348,TXN_3119542,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-31
2539,TXN_3119835,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-01
2889,TXN_3120023,Cookie,3.0,1.0,3.0,Cash,In-store,2023-09-30
6806,TXN_3120637,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-08-11
4979,TXN_3120848,Cookie,1.0,1.0,1.0,Cash,In-store,2023-11-01
1201,TXN_3121271,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-08-13
8297,TXN_3121360,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-21
6962,TXN_3121483,Salad,2.0,5.0,10.0,Credit Card,Takeaway,2023-01-06
9972,TXN_3124078,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-08-06
9570,TXN_3125699,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-02-05
1189,TXN_3125997,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-19
5694,TXN_3129441,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-05-31
6949,TXN_3130302,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-05-31
660,TXN_3130548,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-08-21
9949,TXN_3130865,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-21
6924,TXN_3131168,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-03-24
2884,TXN_3131555,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-12-04
1573,TXN_3131761,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-18
4878,TXN_3132304,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-01-21
4732,TXN_3132488,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-09-12
7676,TXN_3132921,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-01-10
6306,TXN_3134595,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-02-25
4796,TXN_3135048,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-02-03
932,TXN_3135132,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-02-03
8542,TXN_3135264,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-08-25
8415,TXN_3136657,Cake,2.0,3.0,6.0,Cash,In-store,2023-09-21
5669,TXN_3136701,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-12-18
9557,TXN_3140020,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-19
7504,TXN_3140950,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-19
595,TXN_3142258,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-11-03
9984,TXN_3142496,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-07-27
631,TXN_3142836,Cake,2.0,3.0,6.0,Cash,In-store,2023-11-01
732,TXN_3145041,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-09-23
5852,TXN_3145515,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-03-31
1659,TXN_3147198,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-02-04
8395,TXN_3147874,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-02-04
4762,TXN_3150614,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-06
459,TXN_3150792,Coffee,5.0,2.0,10.0,Cash,In-store,2023-07-02
1106,TXN_3152531,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-11-24
5685,TXN_3157867,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-11-02
6990,TXN_3158921,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-16
3346,TXN_3160090,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-23
4,TXN_3160411,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-06-11
8502,TXN_3162244,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-12-15
1054,TXN_3163383,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-10-24
6814,TXN_3163567,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-06-01
2768,TXN_3163681,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-05-11
1925,TXN_3164212,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-11-14
1551,TXN_3165950,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-11-14
3713,TXN_3166181,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-05-21
7800,TXN_3171150,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-02-06
208,TXN_3171373,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-05-10
4644,TXN_3171673,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-12-07
5081,TXN_3172090,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-05-09
7185,TXN_3172621,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-10-15
822,TXN_3172751,Juice,5.0,3.0,15.0,Credit Card,Takeaway,2023-10-15
927,TXN_3173923,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-06-29
2515,TXN_3174336,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-07-17
3463,TXN_3174488,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-06-28
8489,TXN_3175177,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-24
2711,TXN_3177517,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-02-22
628,TXN_3179966,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-05-27
8504,TXN_3182191,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-07-21
5140,TXN_3182547,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-07-28
748,TXN_3183527,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-10-26
5005,TXN_3185667,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-12-26
9259,TXN_3185929,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-07-27
3476,TXN_3186333,Cookie,5.0,1.0,5.0,Cash,In-store,2023-08-19
2624,TXN_3187634,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-09-01
2993,TXN_3189677,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-01-11
7279,TXN_3190538,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-06-03
2073,TXN_3190959,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-12-16
3736,TXN_3193212,Cake,1.0,3.0,3.0,Cash,In-store,2023-11-23
2300,TXN_3193321,Smoothie,3.0,4.0,12.0,Cash,Takeaway,2023-08-15
1788,TXN_3195132,Salad,4.0,5.0,20.0,Credit Card,Takeaway,2023-08-26
1451,TXN_3195257,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-10-09
9397,TXN_3196388,Salad,3.0,5.0,15.0,Cash,In-store,2023-03-04
3419,TXN_3197621,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-02-10
860,TXN_3197752,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-03-10
3057,TXN_3200195,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-05-04
2227,TXN_3200203,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-12-04
7524,TXN_3200434,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-02-18
5778,TXN_3201783,Juice,3.0,3.0,9.0,Cash,In-store,2023-12-03
7051,TXN_3202346,Salad,2.0,5.0,10.0,Cash,In-store,2023-11-19
1714,TXN_3203928,Coffee,3.0,2.0,6.0,Cash,In-store,2023-12-04
241,TXN_3205009,Tea,2.0,1.5,3.0,Cash,In-store,2023-01-03
6401,TXN_3205079,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-07
9633,TXN_3205813,Juice,3.0,3.0,9.0,Cash,In-store,2023-04-25
2650,TXN_3206049,Coffee,4.0,2.0,8.0,Cash,In-store,2023-03-27
3822,TXN_3206293,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-04
8132,TXN_3206842,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-04-30
1842,TXN_3206876,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-11-07
5645,TXN_3207254,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-04-25
5889,TXN_3209025,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-10-12
3762,TXN_3209184,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-03-19
4791,TXN_3210288,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-04-30
6373,TXN_3212317,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-05-25
7405,TXN_3212505,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-07-15
561,TXN_3213035,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-05-21
6478,TXN_3214521,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-06-30
6166,TXN_3215610,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-06-14
4636,TXN_3216618,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-30
7328,TXN_3218971,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-06-13
451,TXN_3219175,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-23
4958,TXN_3219263,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-31
8840,TXN_3219378,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-12-04
9471,TXN_3219599,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-08-22
7081,TXN_3221795,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-10-01
8134,TXN_3222612,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-01-25
5534,TXN_3222677,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-12-16
1287,TXN_3223187,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-08-21
9875,TXN_3224156,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-03-16
9775,TXN_3224397,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-05-15
3080,TXN_3224756,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-11-20
1365,TXN_3224921,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-04-06
2200,TXN_3225132,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-06-26
